,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
2450,226,0.5171453017286632,left,Political Rhetoric and Partisan Debate,thing,ATTENTION,force,PAY,"The verb 'PAY' is used metaphorically to describe the action of giving focus or mental effort to the target noun 'ATTENTION'. Literally, 'PAY' refers to transferring money, but here it transcends its physical meaning to signify directing attention, which is an abstract concept. This usage personifies 'ATTENTION' as something that can be 'given' or 'paid' to, akin to a tangible entity.","'SCHUMER, PAY ATTENTION!!'"
79,226,0.5289066533475694,left,Economic Impact,thing,bridges,other,paid,"The verb 'paid' is used metaphorically to characterize 'bridges' by implying that they have incurred a cost or consequence, rather than describing a physical action. Since bridges (inanimate entities) cannot literally pay, the verb transcends its original meaning to convey a figurative 'price' borne by these institutions.","'Our schools, hospitals, roads &amp; bridges have paid a price!'"
2000,226,0.5343237008068422,left,U.S. Government,organization,IRS,other,paid,"The verb 'paid' is used metaphorically to describe the IRS's action of handling taxes for 'illegals.' Typically, the IRS collects taxes, not pays them. Here, 'paid' transcends its literal meaning of transferring money, instead implying a conceptual role reversal or personification of the IRS as an actor performing an action (paying) that is not its standard function, thereby metaphorically characterizing its interaction with the target noun.",'The IRS during Obama's term fraudulently paid illegals taxes even though their kids were in Mexico.'
702,226,0.6115824110999625,left,Undocumented Immigrants,person,them,other,afford,"The verb 'afford' is used metaphorically to describe the inability to handle the burden or cost of managing the problem of 'them' (illegals), transcending its literal financial meaning. It conveys a conceptualization of 'afford' as bearing the responsibility or burden, rather than referring to a physical action or monetary transaction.","'Yes the dems refuse to help solve the problem of illegals, we can’t afford them, Mexico couldn’t afford them but these democratic clowns refuse to work w/prez to fix it!!!'"
706,226,0.6707585104078978,left,Undocumented Immigrants,person,them,other,afford,"The verb 'afford' is used metaphorically to describe the ability to handle or manage the burden of 'them' (illegals), transcending its literal financial meaning. It implies an inability to cope with the social or political challenges associated with the issue, rather than a direct reference to monetary resources.","'Yes the dems refuse to help solve the problem of illegals, we can’t afford them, Mexico couldn’t afford them but these democratic clowns refuse to work w/prez to fix it!!!'"
974,226,0.721655128905537,left,Economic Impact,thing,fortune,other,charge,"The verb 'charge' is used metaphorically here to describe the act of demanding a large sum of money ('fortune') as payment. While 'charge' literally means to demand payment, the target noun 'fortune' is not a physical entity being charged but rather a hyperbolic representation of a large amount of money. This usage transcends the literal action of charging and instead conveys the idea of excessive financial demand.",'Oh right their is no line since they charge a fortune to continue ripping you off.'
2699,227,0.43166072303355857,left,Government Officials,person,king,force,blows,"The verb 'blows' is used metaphorically to express that the situation is shocking or overwhelming, not referring to a physical action of blowing. The phrase 'blows my mind' is an idiom indicating astonishment, not a literal description of a physical process.",'It f**king blows my mind to see those in charge of immigration &amp; border protection get on TV &amp; spew statistics &amp; compare the 10s of thousands of illegals allowed into the US in 2018 v. 2019 &amp; their hands are tied.'
2692,227,0.43288399669888167,left,Anti-Immigration Sentiment,thing,mind,force,blows,"The verb 'blows' is used metaphorically to describe the overwhelming emotional impact on the 'mind' rather than a physical action. The phrase 'blows my mind' conveys astonishment or shock, which is a figurative use of the verb, as the mind cannot be physically blown.",'It f**king blows my mind to see those in charge of immigration &amp; border protection get on TV &amp; spew statistics &amp; compare the 10s of thousands of illegals allowed into the US in 2018 v. 2019 &amp; their hands are tied.'
2695,227,0.44397029477099437,left,Border Control and Security,thing,It,force,blows,"The verb 'blows' is used metaphorically to convey the emotional impact of the situation on the mind. The phrase 'blows my mind' is an idiom meaning to shock or overwhelm someone, which transcends the literal physical action of wind moving. Here, 'blows' characterizes the target noun 'It' by personifying the situation as causing an intense mental reaction, rather than describing a tangible physical action.",'It f**king blows my mind to see those in charge of immigration &amp; border protection get on TV &amp; spew statistics &amp; compare the 10s of thousands of illegals allowed into the US in 2018 v. 2019 &amp; their hands are tied.'
558,227,0.4444155813424171,left,Anti-Immigration Sentiment,thing,that,spatial motion,blow,"The verb 'blow' is used metaphorically to describe the facts causing an explosion or destruction of 'that', transcending its literal meaning of moving air. It conveys an abstract effect rather than a physical action.","'Of course, the facts blow that up!'"
559,227,0.44913911663429745,left,Other,thing,facts,spatial motion,blow,"The verb 'blow' is used metaphorically to describe 'facts' causing a collapse or destruction of a situation, which transcends its literal physical action of moving air. Here, 'blow' signifies the abstract effect of facts revealing truths that dismantle a previous belief or scenario.","'Of course, the facts blow that up!'"
2795,227,0.5830264357013372,left,Citizens,person,we,force,blown,"The verb 'blown' is used metaphorically in the phrase 'blown up and AI factory.' The action of 'blowing up' typically refers to a literal explosion, but in this context, it is applied to an AI factory, suggesting a metaphorical destruction or disruption of the factory's functionality or existence, rather than a physical explosion. This usage transcends the verb's literal meaning to convey a conceptual transformation or metaphorical consequence.",'If he would have blown up and AI factory we'
1526,227,0.5836636168806112,left,Immigration Policy,thing,Blow,force,Dealt,"The verb 'dealt' is used metaphorically to describe the action of causing significant harm or damage to the 'Catch and Release' policy. The phrase 'deal a blow' is a standard metaphorical expression where the verb transcends its literal meaning (distributing something) to signify inflicting an adverse impact, not a physical strike.",'AG Barr Just Dealt a Major Blow to &amp;#8216;Catch and Release&amp;#8217; with New Interpretation of Immigration and Nationality Act'
1527,227,0.7897995126880933,left,Government Officials,person,Barr,force,Dealt,"The verb 'dealt' is used metaphorically to describe AG Barr's action of inflicting a significant negative impact on the 'catch and release' policy. The literal meaning of 'dealt' (to give or administer physically) does not apply here, as Barr is not physically striking the policy. Instead, it conveys a conceptual metaphor where the action of 'dealing a blow' symbolizes a major adverse effect, transcending its original physical meaning.",'AG Barr Just Dealt a Major Blow to &amp;#8216;Catch and Release&amp;#8217; with New Interpretation of Immigration and Nationality Act'
2303,227,0.8654976675917336,right,Economic Impact,thing,conditions,other,shit,"The verb 'shit' is used metaphorically to characterize the target noun 'conditions' by conveying a negative, dehumanizing comparison. It does not describe a physical action but instead implies that the conditions are treated as something despicable, akin to the literal 'shit' associated with disgust. This usage transcends the verb's original meaning to express harsh treatment.",'Exploits them Treats them like shit no benefits horrible working conditions!'
2834,228,0.5554735399191651,right,Immigrants,person,people,spatial motion,screaming,"The verb 'screaming' is used metaphorically to describe the intense, emotional expression of people's accusations. While 'screaming' typically denotes a physical act of producing loud sound, here it transcends its literal meaning to convey the fervent, impassioned delivery of their statements, indicating a metaphorical extension of the verb's usage to characterize the target noun 'people' as loudly and emotionally expressing their views.","'I'm not so sure, because at that time people were screaming that the Ellis Island immigrants were dirty and diseased and bringing crime and taking our jobs and would ruin our ""civilization.""'"
395,228,0.6413271848919868,left,Immigrants,person,I,force,scream,"The verb 'scream' is used metaphorically to convey an intense emotional reaction rather than a physical action. The phrase 'I scream foul' does not describe a literal act of vocalizing but instead metaphorically expresses a strong sentiment or protest, transcending the verb's physical connotation.",'I scream foul.'
2053,228,0.6882734450653345,left,Political Parties,person,NIMBY,other,cry,"The verb 'cry' is used metaphorically to describe Democrats expressing or advocating for NIMBY behavior. The source verb 'cry' (typically associated with vocalizing emotion or protest) is applied to the target noun 'NIMBY' to characterize their oppositional stance, transcending its literal meaning of producing sound.",'Illegals go from wanted to unwanted in seconds as Democrats cry NIMBY!'
93,228,0.6924226693216681,left,Immigration Reform Advocates,person,they,force,shouted,"The verb 'shouted' is used metaphorically to characterize 'they' as actively advocating and expressing strong support for the policies mentioned. It transcends the physical act of shouting, instead conveying their vocal commitment and public stance on immigration issues, personifying 'they' as forceful in their advocacy.","'Where were you when they shouted abt abolishing ICE, supported sanctuary cities and catch and release, and refused to work on tougher immigration laws?'"
2178,228,0.692703303802563,left,Political Parties,person,who,other,whine,"The verb 'whine' is used metaphorically to characterize the Liberals' behavior as expressing complaints or grievances in a petty or exaggerated manner. This transcends the literal physical action of making a high, plaintive sound, instead conveying their perceived lack of substantive concern for the plight of real Americans.","'Ask the Liberals who whine and cry for Illegals, and ignore the plight of real Americans, and their Children and Grandchildren, who are being put in grave danger!!!'"
1852,228,0.777836752491727,left,National Security vs. Humanitarian Concerns,thing,democracy,force,hurt,"The verb 'hurt' is used metaphorically to describe the abstract concept of 'democracy.' The verb 'hurt' typically refers to causing physical or emotional pain, but here it is applied to 'democracy' to signify negative impact or damage, which is not a literal physical action. This usage transcends the verb's original meaning to convey a metaphorical relationship between the actions and the state of democracy.",'You libtards are trying to get all the illegal aliens to vote that is what is going to hurt our democracy nothing Trump does will.'
1056,228,0.8076160841316886,right,Political Leaders,person,Harris,other,lull,"The verb 'lull' is used metaphorically to describe Harris's influence on moderates. Literally, 'lull' refers to calming someone through sound (e.g., a lullaby), but here it metaphorically conveys Harris 'putting moderates to sleep' in a political context, implying he is inducing passivity or complacency without a physical action.",'We need a revolution; Harris will lull moderates back to sleep + actively harm progressive efforts.'
3043,229,0.4381362235263815,right,Citizens,person,people,force,failed,"The verb 'failed' is used metaphorically to characterize 'people' by implying that Congress did not fulfill their duty or responsibility towards the American people. This transcends a literal physical action, instead conveying a failure in obligation or accountability, which is a metaphorical extension of the verb's meaning.",'All of Congress of both parties have failed the American people by not finding a solution to #ProtectDreamers....'
2687,229,0.4424768984248385,left,Major Media Networks,organization,they,other,fail,"The verb 'fail' is used metaphorically to characterize 'they' (FAKE news) in terms of their failure to avoid spreading bullshit. Here, 'fail' transcends its literal meaning of not succeeding in a task and instead describes a conceptual failure in their behavior, implying they consistently engage in the action (spewing bullshit) rather than avoiding it. This uses personification to attribute a human-like quality of 'failing' to an entity that is not physically acting.","'Just like the FAKE news to spew their bullshit, they never fail in that regard.'"
2160,229,0.4741227380998464,left,Congress,organization,congress,other,failing,"The verb 'failing' is used metaphorically to personify 'congress' as an entity capable of failing in its duties, transcending its literal meaning of a physical action. It implies a failure in performance or responsibility, not a tangible action.",'Not one single person I talked to blames POTUS they say congress is failing the American people and immigrants !'
1780,229,0.4772421057420753,left,Other,person,him,force,failed,"The verb 'failed' is used metaphorically to characterize 'him' by extending its literal meaning (not succeeding in a task) to an abstract relational context. Here, 'failed' implies a failure in a relationship or duty, transcending the physical action of failing a task, and instead conveys an emotional or moral failure.",'But you failed him horribly so your no longer a man but a swamp mouse'
2169,229,0.48475090557617306,left,Citizens,person,people,other,failing,The verb 'failing' is used metaphorically to personify Congress as an entity capable of failing the American people. This transcends its literal meaning (which would imply a physical or tangible failure) and instead conveys an abstract conceptualization of Congress not fulfilling its responsibilities toward the people.,'Not one single person I talked to blames POTUS they say congress is failing the American people and immigrants !'
309,229,0.522138988326373,left,Political Rhetoric and Partisan Debate,thing,plan,other,fail,"The verb 'fail' is applied to the abstract noun 'plan' to describe its failure to achieve its intended purpose. This usage transcends a physical action, as plans do not literally 'fail' in a tangible sense. Instead, it metaphorically conveys the plan's inability to succeed, leveraging the verb's abstract meaning to characterize the plan's outcome.",'Their plan will fail just like every other plan that failed to take down our #POTUS'
889,229,0.536908118259444,right,Major Media Networks,organization,Facebook,force,failed,"The verb 'failed' is used metaphorically to describe Facebook's inability to detect misleading ads, treating the organization as if it possesses human-like attributes (e.g., the capacity to 'catch' or 'fail' to act). This transcends the literal physical action of failing, instead attributing a conceptual failure to an abstract entity.","'We easily ran blatantly misleading ads about hot-button political topics like immigration and gun control, and Facebook failed to catch them  #facebook'"
2377,229,0.5613825032045452,left,"Cities with Poverty, Gangs, and Failed Schools",place,schools,force,failed,"'Failed' is used metaphorically to describe schools as not fulfilling their intended function (educating students) rather than referring to a physical action. The verb transcends its literal meaning of 'not succeeding in a task' to convey a conceptual failure in the schools' role, personifying the schools as entities capable of failure.","'Killing babies post-delivery, mass immigration, socialized healthcare, crime, gang &amp; drug-infested poverty laden cities w/failed schools.'"
1359,229,0.5929629093677856,right,Border Control and Security,thing,War,force,failed,"The verb 'failed' is used metaphorically to describe the outcome of the 'War on Drugs,' which is a conceptual construct rather than a literal physical action. The metaphorical aspect lies in applying the verb 'failed' to a policy initiative (target noun 'War'), transcending its literal meaning of a physical conflict's failure.","'A man whose legacy is targeting immigrants, re-waging the failed War on Drugs, sucking-up to private prison profiteers, and...  Sessions…'"
2854,229,0.6258269200820367,left,Public Opinion and Media Coverage,thing,Media,other,fails,"The verb 'fails' is used metaphorically here. 'Media' is an abstract concept (a mass noun), not a physical entity, so applying a human action like 'fails' to it constitutes personification. The verb transcends its literal meaning (which would imply a physical failure) to attribute a human-like quality (failure in performance) to the target noun.",'Media fails to report on illegal aliens killing their own family members  via'
1905,230,0.6456508608712092,right,Anti-Immigration Sentiment,thing,greed,other,knows,"The verb 'knows' is used metaphorically to describe the target noun 'greed.' While 'knows' literally means to be aware of something through experience, here it is applied to an abstract concept ('greed') in a way that transcends its physical action. The metaphorical aspect lies in attributing a mental state (knowledge) to an abstract noun, implying that greed is something that can be 'known' in a conceptual or emotional sense rather than as a tangible entity. This usage personifies 'greed' as a force or state that can be understood or experienced, extending the verb's original meaning beyond literal awareness.",'Narcissistic #SummaCumLiar Trump only knows greed.'
1901,230,0.6456717549760319,right,Political Figures,person,Trump,other,knows,"The verb 'knows' is used metaphorically to characterize Trump as inherently defined by greed, transcending literal knowledge. It personifies greed as an intrinsic trait of Trump, suggesting his nature is fundamentally aligned with greed rather than merely acknowledging its existence.",'Narcissistic #SummaCumLiar Trump only knows greed.'
1903,230,0.653280888356919,left,Humanitarian Concerns,thing,humanity,other,recognizes,"The verb 'recognizes' is used metaphorically to convey the acknowledgment of inherent human qualities (dignity, worth) in the target noun 'humanity,' which is an abstract concept. The verb transcends its literal meaning (perceiving something again) to signify a moral or ethical recognition, personifying the abstract idea of 'humanity' as something that can be acknowledged.","'Federal appeals court decision recognizes ""humanity"" of immigrant children detained in Berks County facility'"
1910,230,0.6921049471419042,left,Humanitarian Concerns,thing,decision,other,recognizes,"The verb 'recognizes' is used metaphorically to attribute a human action (perceiving or acknowledging) to an inanimate entity (the court decision). While 'recognizes' literally involves perception, the decision itself is not a conscious actor. The metaphorical aspect lies in personifying the decision as if it can independently perceive or acknowledge the humanity of the children, transcending its literal meaning of a physical or cognitive action by a person or entity.","'Federal appeals court decision recognizes ""humanity"" of immigrant children detained in Berks County facility'"
1092,230,0.7355098180412598,left,Undocumented Immigrants,person,She,other,known,"The verb 'known' is used metaphorically to describe 'She' as someone whose actions (lying) are widely recognized or associated with her. The structure 'has known to lie' deviates from standard grammatical usage, suggesting a metaphorical framing where 'known' conveys a reputational or conceptual association rather than a literal act of acquiring knowledge.","'She has known 2lie, &amp; she smiles when US Citizen R killed or raped by illegal aliens.'"
1183,230,0.7395440880471292,left,Anti-Immigration Sentiment,thing,theft,other,identify,"The verb 'identify' is used metaphorically here, functioning as a noun to describe a type of theft. Normally, 'identify' as a verb means to recognize or determine the identity of something, but in this context, it is part of the compound noun 'identify theft,' which metaphorically refers to the act of stealing someone's identity. This usage transcends the literal action of identifying and instead personifies the concept of theft as an abstract process related to identity.","'Dems have never cracked down on identify theft, as it allows illegal votes.'"
944,230,0.8025238768167654,left,Immigrants,person,he,force,caught,"The verb 'caught' is used metaphorically here. Literally, 'caught' refers to physically apprehending someone, but in this context, it conveys the abstract idea of 'understanding' or 'realizing' (i.e., 'caught on' as an idiom). The verb describes a mental process rather than a physical action, transcending its literal meaning to characterize 'he' as grasping the situation intellectually.","'he has caught on to you and yours real fast, you can kiss your stupid azz GOODBYE!!'"
1844,231,0.5181220705854975,right,Political Leaders,person,president,force,trying,"The verb 'trying' is used metaphorically to describe the president's effort to present a particular argument or strategy. It transcends its literal meaning of physical action, instead conveying the conceptual idea of attempting to influence or persuade, which is a metaphorical extension of the verb's usage.","'But the president, is trying to bring up Criminal immigrants as an explanation for his harsh zero tolerance policy.'"
17,231,0.5817653482096358,left,Democratic Party,organization,left,force,trying,"The verb 'trying' is used metaphorically to personify the political entity 'left' as an active agent with intentions. While 'trying' literally refers to making a physical effort, here it is applied to an abstract noun, attributing deliberate action to the 'left' as if it were a conscious actor, which transcends its literal meaning.",'I think the left is trying to import socialism.'
1703,231,0.6217865450084252,right,Anti-Immigration Sentiment,thing,horror,force,trying,"The verb 'trying' is used metaphorically here to describe an action that transcends its literal meaning of attempting a physical action. The phrase 'trying to out horror' implies an attempt to overcome or surpass the concept of horror, which is abstract. The verb 'trying' is not directly describing a physical action but is part of a metaphorical construction where it signifies an effort to address or counteract the emotional or conceptual impact of horror.",'So now they are trying to out horror their practice of separating families by trotting out “permanently separated families” —those killed *by undocumented immigrants?'
1706,231,0.650065664787612,right,U.S. Immigration Enforcement Agencies,organization,they,force,trying,"The verb 'trying' is used metaphorically to describe 'they' attempting to address or counteract the horror associated with their practice. The phrase 'trying to out horror' implies a metaphorical effort to surpass or overcome fear, rather than describing a physical action.",'So now they are trying to out horror their practice of separating families by trotting out “permanently separated families” —those killed *by undocumented immigrants?'
1154,231,0.656668304722577,left,Countries of Origin,place,Countries,force,Trying,"The verb 'Trying' is used metaphorically to describe the countries' efforts to stop immigrants. The verb 'trying' typically refers to an attempt or effort, which is not a physical action. Countries cannot literally 'try' in the same way a person might, so the use of 'Trying' here represents a metaphorical characterization of their actions as an effort or attempt.",'With 1 Statement Trump Had Caravan Organizer in Custody &amp;#038; 3 Countries Desperately Trying to Stop Immigrants'
1685,231,0.7386431517342035,right,Political Leaders,person,Trump,force,doing,"The verb 'doing' is used metaphorically to describe the abstract actions (policies) Trump is taking towards children, transcending a direct physical action. The phrase 'what Trump is doing to children' metaphorically represents the impact of his policies on children, rather than a literal physical action.","'Trump/Miller administration is banking on the idea that Americans are so racist and biased against immigrants that they will ultimately support him and the GOP (who remain mute against ""zero tolerance"" policy) in spite of people saying they oppose what Trump is doing to children.'"
3057,231,0.7494129869937137,right,Political Leaders,person,who,force,doing,"The verb 'doing' is used metaphorically to describe the President as carrying out orders ('bidding') for Russia, transcending its literal physical action. The phrase 'doing the bidding' implies a metaphorical role of executing commands, not a tangible activity.","'hey dirtbag, I'll worry less about the immigrants and more about the PRESIDENT OF THE UNITED STATES who is doing the bidding of Russia.'"
2740,231,0.8278808724241394,left,Political Leaders,person,him,force,tool,"The verb 'tool' is used metaphorically to describe 'him' as manipulating others (them) for political gain, transcending its literal physical action. It conveys the idea of using people as instruments to achieve his agenda, which is a figurative application of the verb beyond its literal meaning.","'With illegal immigration at a 40 year low since Obama, only a Cruz supporter would be dumb enough to buy into his phony xenophobic ""crisis"" and let him tool them into voting his bidding so that he can squander their children's future in the form of tax cuts for the wealthy...'"
1339,231,0.8355529723783517,right,Immigration Policy,thing,policy,force,prompting,"The verb 'prompting' is used metaphorically here, attributing a human-like action (urging or causing) to the inanimate target noun 'policy.' The policy, as a set of guidelines, is not a physical entity capable of initiating actions, yet the verb is used to describe its effect on migrants' behavior, personifying the policy as an active agent.","'One of the takeaways from reporting trip to Central America, Mexico and the Southwest U.S. last month is President Trump's ""zero tolerance"" immigration policy is prompting more #LGBTI migrants to seek refuge in Mexico as opposed to the U.S.'"
2462,232,0.45314664501355534,right,Immigrants,person,they,other,have,"The verb 'have' is used metaphorically to describe the state of 'they' lacking options or resources. It transcends its literal meaning of physical possession by conveying a condition of existential limitation, personifying the abstract concept of 'no where to turn' as a state they 'have' (i.e., possess), which is not a physical action.",'Then demand money to build a wall so they have no where to turn and no hope.'
9,232,0.5484158708853614,left,Immigrants,person,you,other,have,"The verb 'have' is used metaphorically here to convey obligation rather than a literal physical action. The phrase 'have to' signifies a necessity or requirement, which transcends the verb's literal meaning of possessing something. This use of 'have' metaphorically characterizes the target noun 'you' by implying a duty or compulsion to follow laws, rather than describing a tangible action.",'Why can't immigrants get it through their head when are in America you have to follow America law and rules.'
1116,232,0.5570072210976263,right,Humanitarian Concerns,thing,it,other,have,"The verb 'have' is used metaphorically to convey the presentation of the abstract concept 'it' (inhumanity and insanity) rather than literal possession. The phrase 'Here you have it' functions as an idiomatic expression signifying the delivery or manifestation of the target noun, transcending its literal meaning of physical ownership.","'Here you have it, the inhumanity (and insanity) that creeps in when you believe in racial hierarchies'"
2460,232,0.5741647299058648,right,Humanitarian Concerns,thing,hope,other,have,"The verb 'have' is used metaphorically to describe the possession of an abstract concept ('hope'), which does not involve a physical action. The verb transcends its literal meaning of physical possession to convey a state of having an intangible idea.",'Then demand money to build a wall so they have no where to turn and no hope.'
2040,232,0.5843158127806927,left,Immigrants,person,I,other,have,"The verb 'have' is used metaphorically to describe the abstract emotional state of 'compassion' as something that can be 'possessed' by the subject 'I'. This transcends the literal physical action of holding or possessing an object, instead attributing an abstract quality to the target noun.","'I have compassion for the sick, elderly, disabled, disease-ridden, etc., but I don't want anyone else to be exposed to these contagious diseases.'"
1827,232,0.623640142850659,left,Citizens,person,we,other,have,"The verb 'have' is used metaphorically to describe the abstract action of engaging in a conversation, transcending its literal meaning of possession. The phrase 'have a conversation' employs the verb in a phrasal construction that signifies participation in an interaction, not a physical action.","'When we shift to accurate descriptions *documented* immigrants receive benefits, then we can have a serious, factual conversation'"
1917,232,0.6831573211815738,left,Refugees,person,others,other,having,"The verb 'having' is used metaphorically to convey the necessity or compulsion of 'others' to die, rather than describing a physical action. It expresses an obligation or consequence tied to the inability to collaborate, transcending its literal meaning of possession or experience.","'n Mitch McConnell, u all have voiced u believe in immigration reform n border control, seen u say it in previous years, Chuck n Nancy, fix this now, no more people like Mollie, Kate n the others having to die because u can’t work together!'"
550,232,0.7123061336694487,left,Citizens,person,you,other,have,The verb 'have' is used metaphorically to indicate possession of knowledge or understanding. The phrase 'have no clue' is an idiom where 'have' does not refer to literal physical possession but rather the absence of comprehension or awareness about the topic 'illegal migrant crime'.,'Soooo.... you have no clue about illegal migrant crime!'
1085,233,0.5579189452638283,right,Anti-Immigration Sentiment,thing,APOLOGY,other,owed,"The verb 'owed' is used metaphorically to indicate a duty or obligation towards the target noun 'APOLOGY', transcending its literal meaning of financial debt. Here, 'owed' signifies a moral or social debt, implying HRC was required to provide an apology, rather than describing a physical action.",'HRC owed a HUGE APOLOGY by USA and yes...media too!'
640,233,0.5591453861648439,right,Immigrants,person,I,other,#FORGIVE,"The verb 'FORGIVE' is used metaphorically here to represent an emotional or psychological process rather than a physical action. While forgiving is not a physical act, the metaphorical use arises from the verb's application to 'I' (the subject), implying an internal resolution or release of negative emotions toward others. This transcends the verb's literal meaning of pardoning a tangible action, instead conveying a conceptual shift in the subject's mental state.",'#Scripture instructs... I “MUST” FORGIVE    #Republicans for the #Murdered #abused #DaytonShooting #ElPasoShooting #ConcentrationCamps #ICEraids #rape #injury to #America and #immigrantsmakeamericagreat SO I #FORGIVE YOU! 🤬'
1088,233,0.5693009883549265,right,Democratic Party,organization,HRC,other,owed,"The verb 'owed' is used metaphorically to convey a moral or social obligation rather than a literal debt. Here, 'owed' signifies that HRC was expected to apologize (a metaphorical 'debt' of accountability) rather than describing a physical action. The metaphorical aspect lies in treating the abstract concept of responsibility as a tangible obligation.",'HRC owed a HUGE APOLOGY by USA and yes...media too!'
634,233,0.583060835501195,right,Republican Party,organization,Republicans,spatial motion,FORGIVE,"The verb 'FORGIVE' is used metaphorically to convey a rhetorical stance of condemnation and anger towards 'Republicans', rather than describing a literal act of pardoning. It personifies the target noun by attributing a moral judgment, transcending its physical action meaning to express political outrage.",'#Scripture instructs... I “MUST” FORGIVE    #Republicans for the #Murdered #abused #DaytonShooting #ElPasoShooting #ConcentrationCamps #ICEraids #rape #injury to #America and #immigrantsmakeamericagreat SO I #FORGIVE YOU! 🤬'
633,233,0.7574998949507209,left,Anti-Immigration Sentiment,thing,fact,other,resent,"The verb 'resent' is used metaphorically here, attributing a human emotion (anger) to the abstract concept of 'fact.' While 'resent' typically describes a reaction toward a person or action, it is applied to 'fact' to personify it as an entity capable of causing resentment, transcending its literal physical action.",'I resent the fact that my tax dollars are being spent on foreign invaders!'
2502,233,0.7831308830592063,left,Immigrant Families,person,families,other,sacrificed,"The verb 'sacrificed' is used metaphorically to characterize 'families' as making abstract contributions (e.g., time, effort, resources) for the nation's benefit. This transcends the literal physical action of sacrificing, instead implying a symbolic or conceptual act of giving up personal interests for a greater cause.",'Their families have not sacrificed for this great nation.'
1157,234,0.4039970185699056,left,Border Control and Security,thing,influx,force,stopped,"The verb 'stopped' is used metaphorically to describe the cessation of an abstract process ('influx'), which is not a physical action. While 'stopped' literally refers to halting movement, here it is applied to an intangible flow, transcending its physical meaning to convey the idea of preventing a continuous increase or arrival.",'This massive influx must be stopped.'
2564,234,0.44437473108166337,right,Anti-Immigration Sentiment,thing,one,force,stopping,"The verb 'stopping' is used metaphorically to describe the action of preventing or hindering 'them' from entering, which transcends its literal physical action of halting movement. Here, 'stopping' conveys an abstract concept of obstruction rather than a direct physical intervention.",'No one was stopping them from entering or putting them in cages.'
1180,234,0.4498397715369908,right,Anti-Immigration Sentiment,thing,right,force,stopped,"The verb 'stopped' is used metaphorically to describe the cessation of an action (treating immigrants like trash) by the 'far right,' which is an abstract political group. The verb does not refer to a physical action but instead attributes a literal stopping motion to an entity that cannot physically stop, thereby personifying the group's behavior.","'If the far right stopped treating immigrants like trash, you might get some of their votes.'"
2143,234,0.5058927274186215,left,Public Opinion and Media Coverage,thing,media,force,stopped,"The verb 'stopped' is used metaphorically to indicate that the media should cease their action of exploiting, transcending the literal physical action of stopping. It attributes a human-like cessation of activity to an abstract entity (media), representing a metaphorical 'stopping' of a process rather than a physical movement.",'It's time the media stopped exploiting the migrant father &amp; daughter who drowned in Rio Grande - coming up with every excuse possible for his crossing.'
1682,234,0.5204239906069319,right,Anti-Immigration Sentiment,thing,hate,force,stopped,"The verb 'stopped' is applied to the abstract noun 'hate,' implying that hate is being treated as an entity capable of movement or continuation that can be halted. This transcends its literal meaning of physically halting an action, instead using the verb metaphorically to express the desire to end the state of hate, which is not a physical action.",'I want this hate stopped and give this immigrants a chance to be citizens not removing them this inhumane way !'
1072,234,0.5438086083473297,left,Border Control and Security,thing,border,force,stopping,"The verb 'stopping' is used metaphorically to describe the border's function as a barrier that prevents entry. Literally, a border cannot 'stop' people, as it is a physical line, not an active agent. Here, 'stopping' represents the conceptual role of the border in halting movement, which transcends its literal physical action and implies a deliberate, active process of blocking, akin to personification.","'No ones stopping "" immigrants"" border does t prevent one immigrants, it shuts the door to foreign invaders.'"
2060,234,0.5602320517626033,left,Immigration Policy,thing,things,other,stop,"The verb 'stop' is used metaphorically to describe halting abstract processes or actions (e.g., policies, behaviors) rather than a physical action. The target noun 'things' refers to non-tangible entities, and the context of an executive order implies metaphorical cessation of activities, not literal physical stopping.",'He can stop many things through EXECUTIVE ORDER!'
400,234,0.7313697605575414,left,Border Control and Security,thing,migration,spatial motion,stem,"The verb 'stem' is used metaphorically to describe the act of controlling or halting migration, which is an abstract concept rather than a physical flow. The source verb 'stem' originally refers to stopping the flow of a tangible substance (e.g., liquid), but here it is applied to migration, implying a metaphorical 'stopping' of an abstract process without referring to a physical action.",'Mexico and US will both be safer and more prosperous if we jointly work to stem illegal migration in the Western Hemisphere'
1323,234,0.7676928324991222,right,Border Control and Security,thing,tide,spatial motion,stem,"The verb 'stem' is used metaphorically to describe the action of preventing or controlling the 'tide of migration,' which is a metaphorical concept representing a large-scale movement of people. The verb does not refer to a physical action on the tide itself but rather to the abstract idea of halting a metaphorical 'wave' or 'flow,' aligning with the source verb's figurative use to characterize the target noun.","'Trump suspends proposed tariffs on Mexico, says agreement reached to 'stem the tide of Migration through Mexico''"
1830,235,0.3017285535452505,left,Political Rhetoric and Partisan Debate,thing,things,other,see,"The verb 'see' is used metaphorically to convey the idea of perceiving or noticing a change, rather than describing a literal physical action. Here, 'see' represents the conceptualization of awareness or recognition of a situation, transcending its literal meaning of visual observation.",'I don't see things changing with the new leadership.'
