,met_id,cluster,doc_id,source_word,target_word,llm_expl,sentence,distance
985259212325335040_1_3_1,985259212325335040_1_3_1,176,985259212325335040,feel,America,America has lost its sense of necessity or purpose. America no longer connects emotionally or motivationally to its values. It is a moral failure that America has abandoned its core needs and values. America should rekindle its sense of necessity and purpose through renewed values and action.,'Does America still feel the need or that fuel?',0.7869692
1146118710551142400_8_2_1,1146118710551142400_8_2_1,176,1146118710551142400,stop,carnage,The 'American carnage' is a continuous and destructive process that must be halted. The 'American carnage' is perpetuated by ongoing societal and political failures. It is morally imperative to stop the 'American carnage' to prevent further harm. Immediate action must be taken to stop the 'American carnage' and restore order.,'American carnage stop right here!',0.7928564
1136460861248286721_1_5_3,1136460861248286721_1_5_3,176,1136460861248286721,fight,he,The subject does not stand up for Americans in need. The subject refuses to take a stand against threats to Americans. It is cowardly that the subject does not fight for Americans. The subject should take action to protect and defend Americans.,'Never met American he would fight for.',0.803689
1016458897874272256_0_4_0,1016458897874272256_0_4_0,176,1016458897874272256,help,Support,"American innovation is at risk of being lost or undermined. Lack of support for #STEMigration is causing the decline of innovation. It is unethical to neglect supporting #STEMigration, which harms American innovation. Supporting #STEMigration is necessary to sustain American innovation.",'Support for #STEMigration will help preserve American #innovation!',0.8305966
1093836309800587264_1_1_0,1093836309800587264_1_1_0,176,1093836309800587264,&amp,You,You are not contributing to America through a partnership or collaboration. You are failing to fulfill your role in the partnership with America. It is irresponsible and neglectful to not contribute to America's progress. You should actively collaborate and contribute to America's development.,'You &amp;  offer NOTHING to America.',0.8319238
1011640028471193601_0_18_21,1011640028471193601_0_18_21,176,1011640028471193601,add,countries,The administration is expanding a list of restricted countries as if they are items to be added to a collection. The administration's policy treats countries as objects to be included in a targeted list rather than as distinct entities. It is dehumanizing to reduce countries to mere items that can be 'added' to a policy list. The administration should stop adding new countries to the list and revise its policy to respect national sovereignty.,'🇺🇸#NotMyPresident         #Immigration #BorderCrisis #SupremeCourt  Trump's Muslim Ban will certainly give him license to now add South American countries 🌎',0.8548081
1054757879578796032_1_28_29,1054757879578796032_1_28_29,176,1054757879578796032,Neutralizing,Iran,Iran is a threat that needs to be eliminated. Iran's actions or influence are endangering national security. It is necessary to eliminate Iran's threat to protect the country. Iran should be neutralized through diplomatic or military means.,'He has a large agenda for the USA  1) Wall 2) Immigration 3) Tax 2.1 4) international trade  5) Disarming Korea 6) Neutralizing Iran 7) Minimizing Russia 8) defunding sanctuary cities',0.9083291
1199479218956054529_1_1_5,1199479218956054529_1_1_5,177,1199479218956054529,held,class,My son's class was excluded from entering the space. They exerted control to prevent the class from entering the space. It is unjust to exclude a class from entering the space unnecessarily. They should allow the class to enter the space immediately.,'They held my son's class outside the door until she left the stage.',0.14629649
1199479218956054529_1_1_0,1199479218956054529_1_1_0,177,1199479218956054529,held,They,My son's class was excluded from entering the space. They deliberately prevented the class from accessing the space. It is unjust to deny access to the class in this manner. They should allow the class to enter the space immediately.,'They held my son's class outside the door until she left the stage.',0.1462965
1052848127424811009_2_3_4,1052848127424811009_2_3_4,178,1052848127424811009,show,this,The public is unaware of the scale of criminal activities involving children not with families and cartels. Cartels are exploiting children and smuggling them into the country. It is unacceptable that children are being exploited by cartels without public awareness. The public should be shown the evidence to understand and address the crisis.,"'if u could show this all over America,they could see 4 themselves the magnitude of it criminals,kids not really w/family Cartels way getting em here.'",0.33903623
1052848127424811009_2_3_1,1052848127424811009_2_3_1,178,1052848127424811009,show,u,There is a hidden crisis involving criminal activity and children separated from their families due to Cartels. The truth about this crisis is not being revealed to the public. It is wrong to conceal the reality of children being exploited by Cartels and criminals. The truth about this crisis should be exposed so people can understand its scale.,"'if u could show this all over America,they could see 4 themselves the magnitude of it criminals,kids not really w/family Cartels way getting em here.'",0.39610115
1052848127424811009_2_11_13,1052848127424811009_2_11_13,178,1052848127424811009,see,themselves,People do not fully understand the scale of the crisis involving criminals and child trafficking. Cartels are exploiting children without families to smuggle them across borders. It is unjust that children are being trafficked and separated from their families. People should witness the evidence to grasp the severity of the child trafficking crisis.,"'if u could show this all over America,they could see 4 themselves the magnitude of it criminals,kids not really w/family Cartels way getting em here.'",0.44746155
1052848127424811009_2_11_9,1052848127424811009_2_11_9,178,1052848127424811009,see,they,"The public is unaware of the large-scale issue involving criminals, children without families, and cartels smuggling people. The lack of visible exposure to these issues prevents people from recognizing their severity. It is morally failing that society ignores the suffering and exploitation of vulnerable groups. People should be given direct, visible evidence of these issues to provoke awareness and action.","'if u could show this all over America,they could see 4 themselves the magnitude of it criminals,kids not really w/family Cartels way getting em here.'",0.5378463
1131269494888960002_3_4_1,1131269494888960002_3_4_1,178,1131269494888960002,used,children,The children are being exploited for harmful purposes. Traffickers are manipulating the children for their own gain. It is immoral to exploit children as tools for others' benefit. Traffickers should no longer exploit the children and instead protect them.,"'These children are being used by the traffickers and then, once here, by the .'",0.618738
1007805471179370496_2_5_4,1007805471179370496_2_5_4,179,1007805471179370496,supported,he,The actions he supported are causing conflict and resistance. The actions he supported are inherently controversial or harmful. It is unethical to support actions that provoke severe opposition. He should cease supporting these actions to avoid further backlash.,"'However, the things he supported would be met with severe opposition in 2018.'",0.5443885
976869434928353281_2_3_0,976869434928353281_2_3_0,179,976869434928353281,attacked,He,He is facing intense opposition from multiple sources. His actions or beliefs have provoked widespread criticism and opposition. It is unethical for others to attack him from all sides. The attacks on him should be stopped immediately.,'He is being attacked from every side.',0.59849244
1010940185348067328_2_3_0,1010940185348067328_2_3_0,179,1010940185348067328,stop,He,He is continuing his actions beyond the initial point. He is determined to persist in his actions. His continued actions are unethical. He should cease his actions immediately.,'He won’t stop there.',0.63961023
1096415133549674496_3_3_2,1096415133549674496_3_3_2,179,1096415133549674496,overreached,he,"He has acted beyond reasonable limits, causing unnecessary complications. His actions were driven by an excess of ambition or power. It is improper for him to have acted beyond his rightful authority. He should limit his actions to what is appropriate and within his authority.",'In fact he overreached in several occasions.',0.6958409
1158439765429182466_2_3_2,1158439765429182466_2_3_2,179,1158439765429182466,caused,rhetoric,"His rhetoric is spreading harmful influence, leading to negative consequences. His rhetoric is the root cause of the current situation. His rhetoric is morally wrong because it spreads harm and manipulation. His rhetoric should be neutralized to stop the spread of damage.",'Because his rhetoric caused this.',0.69642013
1057661540445364224_1_9_10,1057661540445364224_1_9_10,179,1057661540445364224,shut,him,The other side is trying to stop him from functioning or being effective. The other side is actively working to disable him through various means. It is unethical to use oppressive methods to silence or hinder someone. The other side should stop interfering and allow him to operate freely.,'While the other side is doing everything possible to shut him down.',0.7123901
1084373252804354048_1_2_4,1084373252804354048_1_2_4,179,1084373252804354048,have,right,He possesses unauthorized control over declaring a national emergency. His position grants him the ability to unilaterally declare emergencies. It is unethical for him to wield unchecked power over emergency declarations. His authority to declare emergencies should be restricted or revoked.,'He will have the right to declare national emergency.',0.7287015
1128795895703724032_3_7_6,1128795895703724032_3_7_6,179,1128795895703724032,use,Obama,Obama employed a method to control Harry Reid's actions. Obama's actions are the source of the control over Reid's behavior. It is unethical to manipulate someone's behavior through coercion. Obama should cease using coercive tactics to influence Reid's actions.,'It’s like asking what did Obama use to compel the behavior of Harry Reid?',0.73082596
1158034798646112257_1_1_0,1158034798646112257_1_1_0,179,1158034798646112257,invited,He,He has allowed a harmful situation to persist. He intentionally brought about this horror through his actions. It is unethical for him to have deliberately invited such suffering. He must stop inviting horror and take responsibility for his actions.,'He invited this horror all the time.',0.7330572
1082798597421158400_2_2_0,1082798597421158400_2_2_0,179,1082798597421158400,taking,He,He is misusing an opportunity for personal gain instead of communal benefit. He prioritizes his own legacy over the collective interest by seizing the moment for self-promotion. It is unethical to exploit opportunities for personal glory rather than serving others. He should redirect the opportunity toward benefiting the community instead of creating a self-serving monument.,'He is taking this opportunity to create a monument to himself.',0.73343694
1084373252804354048_1_2_0,1084373252804354048_1_2_0,179,1084373252804354048,have,He,He possesses unchecked authority over declaring emergencies. He is leveraging power to bypass normal legislative processes. It is unjust for him to wield such control over national emergencies. He should relinquish the ability to unilaterally declare emergencies.,'He will have the right to declare national emergency.',0.73383266
1128795895703724032_3_9_11,1128795895703724032_3_9_11,179,1128795895703724032,compel,behavior,Harry Reid's behavior is being controlled against his will. Obama used coercive methods to force Reid's actions. It is unethical for Obama to manipulate Reid's autonomy. Obama should stop using coercive tactics and allow Reid to act freely.,'It’s like asking what did Obama use to compel the behavior of Harry Reid?',0.7383413
1129755713515991042_1_8_9,1129755713515991042_1_8_9,179,1129755713515991042,losing,side,He is in a disadvantageous position in a struggle over this issue. The issue is framed as a contest where one side is inherently at a disadvantage. It is unfortunate that he is being unfairly positioned to lose this battle. The terms of the contest should be adjusted to ensure fairness for all sides.,'We know he knows he’s on the losing side of this issue.',0.7425348
973158637718921218_1_3_1,973158637718921218_1_3_1,179,973158637718921218,love,media,"Democrat media is excessively supporting him, treating him as a central figure. Democrat media aligns with his agenda, prioritizing his interests over objectivity. It is unethical for media to prioritize partisan loyalty over factual reporting. Democrat media should provide balanced coverage instead of biased favoritism.",'Democrat media will love on him.',0.76539975
1009138712498855936_1_1_0,1009138712498855936_1_1_0,179,1009138712498855936,speaks,He,He communicates in a way that lacks authenticity or genuine connection. His fearlessness allows him to express his true beliefs without compromise. His honest and principled communication is morally commendable. Others should emulate his sincere and courageous communication.,"'He speaks with heart, faith &amp; integrity &amp; isn't afraid of .'",0.8337446
1158034798646112257_4_3_4,1158034798646112257_4_3_4,179,1158034798646112257,guts,Romney,Romney is lacking in courage and bravery. Romney has been avoiding difficult decisions or standing up for his beliefs. It is cowardly for Romney to refuse to act with courage. Romney should take bold actions and demonstrate bravery.,'Have some damn guts Romney.',0.8760435
1019281971497852928_0_13_16,1019281971497852928_0_13_16,180,1019281971497852928,taking,jobs,"Immigrants are appropriating local jobs, displacing native workers. The influx of immigrants is overwhelming the job market, leaving locals without employment. It is unjust that immigrants are exploiting the labor market at the expense of native workers. Immigrants should be prevented from seizing jobs that belong to local residents.","'And they fear Democrats are coming for their guns, or immigrants are taking all their jobs.'",0.44140488
1132376216089055234_0_5_7,1132376216089055234_0_5_7,180,1132376216089055234,stealing,job,"Immigrants are taking jobs that belong to native workers, threatening local employment. Immigrants are entering the labor market without authorization, displacing native workers. It is immoral that immigrants are stealing jobs from hardworking citizens, exploiting the system. Immigrants should be restricted from taking jobs that belong to native workers through stricter immigration policies.",'“Schrodinger’s immigrant: stealing your job whilst also being on welfare / a layabout “',0.46553612
1159613600534814720_1_3_5,1159613600534814720_1_3_5,180,1159613600534814720,taking,jobs,Legal migrant labor is being displaced by illegal immigrants seizing job opportunities. Illegal immigrants are exploiting the workforce by taking jobs intended for legal migrants. It is unjust that illegal immigrants are stealing jobs from hardworking legal migrants. Illegal immigrants should be prevented from taking jobs that belong to legal migrant workers.,'Illegals are actually taking away jobs from legal migrant labor.',0.4724705
1019281971497852928_0_13_11,1019281971497852928_0_13_11,180,1019281971497852928,taking,immigrants,"Immigrants are displacing local workers by seizing job opportunities. Immigrants are exploiting the labor market by taking jobs meant for locals. It is unethical for immigrants to take jobs from local residents, leaving them unemployed. Immigrants should be prevented from taking jobs that are available to local workers.","'And they fear Democrats are coming for their guns, or immigrants are taking all their jobs.'",0.48072386
1085902847504310276_0_26_28,1085902847504310276_0_26_28,180,1085902847504310276,taking,jobs,Immigrants are competing for jobs that belong to native citizens. Immigrants are perceived as exploiting economic opportunities intended for locals. It is unethical for immigrants to undermine the livelihoods of native workers. Immigrants should be prevented from seizing job opportunities in the country.,"'I'm not so sure, because at that time people were screaming that the Ellis Island immigrants were dirty and diseased and bringing crime and taking our jobs and would ruin our ""civilization.""'",0.4860929
1132376216089055234_0_5_15,1132376216089055234_0_5_15,180,1132376216089055234,stealing,layabout,Immigrants are taking jobs that belong to native workers. Immigrants are intentionally stealing jobs from locals. It is unethical for immigrants to steal jobs and exploit the system. Immigrants should not be allowed to steal jobs from hardworking citizens.,'“Schrodinger’s immigrant: stealing your job whilst also being on welfare / a layabout “',0.5021005
1115595095196295168_1_8_10,1115595095196295168_1_8_10,180,1115595095196295168,bringing,salary,Migrants are causing a decline in American wages by working for lower pay. Migrants are exploiting the labor market by accepting lower wages than American workers. It is unjust that migrants are undermining American workers' livelihoods. The influx of low-wage workers should be controlled to protect American wages.,"'Migrants come here, work for lower wages bringing down salary for Americans...use our welfare, healthcare, and education system and then send the extra home to be the WELFARE system for those countries.'",0.5359371
1067157855344648192_1_23_27,1067157855344648192_1_23_27,180,1067157855344648192,take,jobs,"Migrants are taking entry-level jobs, which displaces local workers. The migrants' desire to reach the US drives them to take entry-level jobs. It is unethical that migrants are exploiting the labor market by taking entry-level jobs. Migrants should not take entry-level jobs, and policies should restrict this practice.",'On a poll done of migrants in the camps most are not seeking asylum they just want to get to the US and take our entry level jobs!',0.55317277
1147514401278193664_0_15_17,1147514401278193664_0_15_17,180,1147514401278193664,take,jobs,Immigrants are causing job loss for American workers. Immigrants are competing for jobs that should belong to Americans. It is unfair and harmful to blame immigrants for taking jobs from Americans. Immigration policies should protect American jobs from being taken by immigrants.,"'Of all the RIDICULOUS shit you just spewed, the most ridiculous is2 say immigrants take away jobs from Americans.'",0.5640039
1180247165349908480_0_10_12,1180247165349908480_0_10_12,180,1180247165349908480,open,shop,Cheap labor from immigration is enabling businesses to establish themselves in the states. The availability of cheap labor through immigration allows businesses to open up shop. It is exploitative for businesses to use cheap immigrant labor to dominate local markets. The flow of cheap immigrant labor should be restricted to prevent unfair competition.,'Enough cheap labor via ‘immigration’ that 🍏 can open up shop in the states',0.5715434
982863213644713985_0_51_50,982863213644713985_0_51_50,180,982863213644713985,make,they,"The presence of illegal immigrants is creating an unfair labor market and economic drain. Illegal immigrants are taking jobs and accepting low wages, which creates an unfair advantage over legal workers. It is unfair that illegal immigrants are exploiting the labor market at the expense of legal workers' opportunities and economic contributions. The government should address the root causes of illegal immigration to restore fair labor practices and economic balance.","'Without illegal immigrants taking our jobs and accepting low under-the-table wages we would have more legal aliens/citizens willing to work these job for a fair wage, pay taxes, and not drain our economy through remittances to Mexico but actually spend the money they make here.'",0.5757285
1180247165349908480_0_10_8,1180247165349908480_0_10_8,180,1180247165349908480,open,🍏,Cheap labor from immigration is enabling businesses to establish themselves in the states. The availability of cheap labor through immigration allows businesses to operate profitably. It is exploitative to use cheap immigrant labor to dominate local markets. Restrict cheap labor inflows to prevent businesses from exploiting workers.,'Enough cheap labor via ‘immigration’ that 🍏 can open up shop in the states',0.5780762
1147514401278193664_0_15_14,1147514401278193664_0_15_14,180,1147514401278193664,take,immigrants,"Immigrants are stealing American jobs, causing economic harm. Immigrants are directly removing jobs from American workers. It is unethical to believe immigrants are stealing jobs from Americans. Immigrants should not be allowed to take jobs from Americans.","'Of all the RIDICULOUS shit you just spewed, the most ridiculous is2 say immigrants take away jobs from Americans.'",0.59132004
1104140018942136321_0_7_9,1104140018942136321_0_7_9,180,1104140018942136321,depress,wages,Low-skilled immigrants are causing a decline in native wages. The presence of low-skilled immigrants is the source of the wage decrease. It is harmful for native workers as their wages are being suppressed. Policies should be implemented to prevent the depression of native wages by limiting immigration or supporting workers.,'The debate over whether low skill immigrants depress native wages is really not the point.',0.5916917
1159613600534814720_1_3_0,1159613600534814720_1_3_0,180,1159613600534814720,taking,Illegals,Illegals are displacing legal migrant workers by seizing their jobs. The presence of illegals in the workforce is causing job displacement for legal migrants. It is immoral for illegals to seize jobs from legal migrant workers. Illegals should be prevented from taking jobs away from legal migrant workers.,'Illegals are actually taking away jobs from legal migrant labor.',0.597734
1029814647283699712_0_21_19,1029814647283699712_0_21_19,180,1029814647283699712,shipping,he,"Immigrants are being removed from the country, causing labor shortages for farmers. The administration is deliberately relocating immigrants, leaving farmers without workers. It is unjust to treat immigrants as disposable labor rather than people. The administration should stop shipping out immigrants and address the labor shortage directly.",'Oh btw tell the farmers who are crying bcuz they voted for Trump and can’t find workers bcuz he’s shipping out immigrants.',0.6052481
1104140018942136321_0_7_6,1104140018942136321_0_7_6,180,1104140018942136321,depress,immigrants,Low-skilled immigrants are causing a decline in native wages. The presence of low-skilled immigrants is the source of wage depression. It is harmful for native workers when their wages are depressed by low-skilled immigrants. Low-skilled immigration should be restricted to prevent wage depression.,'The debate over whether low skill immigrants depress native wages is really not the point.',0.6503025
981010452003082240_1_7_5,981010452003082240_1_7_5,180,981010452003082240,compete,immigrants,"High wage workers face competition from high wage immigrants, threatening their job security. The influx of high wage immigrants is creating competition with existing high wage workers. It is unfair that high wage workers are being pitted against high wage immigrants, undermining their economic stability. High wage immigrants should not compete with high wage workers to prevent undermining their economic stability.",'You want more high wage immigrants to compete with high wage workers instead of poorer ones.',0.65475327
1005656991363026946_1_8_1,1005656991363026946_1_8_1,180,1005656991363026946,return,wars,Migrant farm workers are unable to return to their home countries. Trade wars have disrupted the economic conditions necessary for the workers to return. It is unethical to force migrant workers to stay due to trade policies. Trade wars should be resolved to enable migrant workers to return home.,'Trade wars and migrant farm workers won’t return.',0.6579895
1029814647283699712_0_21_23,1029814647283699712_0_21_23,180,1029814647283699712,shipping,immigrants,"Immigrants are being removed from the country, causing a labor shortage for farmers. Trump's policies are causing immigrants to be sent away, leaving workers unavailable. It is dehumanizing to treat immigrants as disposable cargo to be 'shipped out' rather than valued citizens. Trump should stop 'shipping out' immigrants and address labor shortages through fair immigration policies.",'Oh btw tell the farmers who are crying bcuz they voted for Trump and can’t find workers bcuz he’s shipping out immigrants.',0.7041181
1024902453760806912_0_6_3,1024902453760806912_0_6_3,180,1024902453760806912,f_cked,business,The construction business is in a bad state without immigrants. The lack of immigrants has caused the construction business to fail. It is irresponsible to rely on immigrants for the survival of the construction business. The construction industry should diversify its workforce to avoid dependency on immigrants.,"'Interesting, construction business would be f_cked without immigrants... better watch what you wish for.'",0.7262337
1054209274698551299_2_3_2,1054209274698551299_2_3_2,181,1054209274698551299,taught,Lorde,Remaining silent in the face of injustice is a harmful choice. People choose silence due to fear or complacency. It is morally wrong to remain silent when one can speak against injustice. People should break their silence and act against injustice.,"'As Audre Lorde taught us, “Your silence will not protect you.”'",0.39864412
1054209274698551299_2_11_12,1054209274698551299_2_11_12,181,1054209274698551299,protect,you,Silence fails to provide safety from harm. Silence allows harm to go unchecked. It is morally wrong to remain silent in the face of harm. One should speak out against injustice rather than remain silent.,"'As Audre Lorde taught us, “Your silence will not protect you.”'",0.42333716
1054209274698551299_2_3_4,1054209274698551299_2_3_4,181,1054209274698551299,taught,us,Remaining silent in the face of injustice is dangerous. People fail to act or speak out against injustice. It is morally wrong to remain silent when injustice occurs. Speak out against injustice to protect oneself and others.,"'As Audre Lorde taught us, “Your silence will not protect you.”'",0.451207
1054209274698551299_2_11_8,1054209274698551299_2_11_8,181,1054209274698551299,protect,silence,Your silence is failing to shield you from harm. Silence does not act as a protective barrier against negative consequences. It is immoral to remain silent when it puts you at risk of harm. You should speak out rather than remain silent.,"'As Audre Lorde taught us, “Your silence will not protect you.”'",0.5989435
1083797273778290689_1_20_22,1083797273778290689_1_20_22,181,1083797273778290689,said,word,Pelosi and Lieu have failed to condemn the murder of Officer Singh. Their silence indicates they are complicit in the injustice by not speaking out. It is morally condemnable that Pelosi and Lieu remain silent about the murder of an innocent person. Pelosi and Lieu should publicly condemn the murder and take action against the perpetrator.,"'Hell officer Singh was murdered in the state of California, both Pelosi and Lieu to this day have never said a word, just because he was killed by an illegal!'",0.8143679
1160029402446663685_4_12_11,1160029402446663685_4_12_11,181,1160029402446663685,left,you,Truth and justice are absent because the assholes have left them. The assholes have abandoned their responsibility to uphold truth and justice. It is immoral for the assholes to have forsaken truth and justice. The assholes should reclaim their responsibility and restore truth and justice.,"'Superman believes in truth and justice, things that assholes like you left behind.'",0.8223082
1041086034430382082_0_14_15,1041086034430382082_0_14_15,182,1041086034430382082,contributed,something,Slovakia has failed to provide positive contributions to the world beyond immigration. Slovakia's mafia state status prevents it from making positive contributions. It is immoral for Slovakia to function as a mafia state rather than contributing positively to the world. Slovakia should abandon its mafia state practices and actively contribute positively to the world.,'Isn’t it long past time Slovakia gave up being a mafia state and contributed something positive to this world (besides wonderful immigrants)?',0.32879204
1041086034430382082_0_7_2,1041086034430382082_0_7_2,182,1041086034430382082,gave,it,"Slovakia is maintaining a mafia-state status, which is harmful. Slovakia has not stopped its mafia-like activities, allowing them to persist. It is unethical for Slovakia to behave as a mafia state rather than contribute positively. Slovakia should relinquish its mafia-state role and focus on positive contributions.",'Isn’t it long past time Slovakia gave up being a mafia state and contributed something positive to this world (besides wonderful immigrants)?',0.3337555
1041086034430382082_0_7_6,1041086034430382082_0_7_6,182,1041086034430382082,gave,Slovakia,"Slovakia is acting as a mafia state, causing harm to the world. Slovakia's continued mafia activities are the reason for its negative impact. It is immoral for Slovakia to act as a mafia state and harm the world. Slovakia should stop being a mafia state and start contributing positively to the world.",'Isn’t it long past time Slovakia gave up being a mafia state and contributed something positive to this world (besides wonderful immigrants)?',0.34094298
972736337601318912_0_1_0,972736337601318912_0_1_0,182,972736337601318912,declares,Mafia,"The Mafia is treating migrants as enemies, initiating conflict against them. The Mafia's actions are driven by a desire to control or eliminate migrants. It is unjust that the Mafia would treat migrants as enemies and wage war against them. The Mafia should cease their aggressive actions and stop waging war on migrants.",'Mafia declares war on migrants as Sicilian officials reveal 'town is mor...  via',0.6499178
980934049375162368_0_5_6,980934049375162368_0_5_6,183,980934049375162368,speed,deportations,The deportation process is being accelerated without proper oversight. The Trump administration prioritizes rapid deportation over legal due process. It is unethical to rush deportations and bypass judicial review. The deportation process should include thorough judicial scrutiny to prevent hasty decisions.,"'Trump administration, seeking to speed deportations, will impose quotas on federal immigration judges - The Washington Post'",0.48691565
1057370241876008967_1_11_12,1057370241876008967_1_11_12,183,1057370241876008967,kick,them,"Immigrants are being rapidly deported through a harsh, abrupt process. The Trump administration dismantled Obama's immigration courts to expedite removals. It is inhumane to treat immigrants as disposable obstacles to be swiftly ejected. The immigration courts should be restored to process cases properly rather than forcing rapid deportations.","'Trump dismantled Obamas Immigration Courts to process these people intermediately and kick them out next day  Now they know the process will take months(few judges) and they'll get free food, accommodations and entertainment.'",0.4956763
1088114496885919747_0_17_20,1088114496885919747_0_17_20,183,1088114496885919747,stopped,order,The deportation order is a harmful action being halted. The courts stopped the order because it was inhumane. It is morally wrong to carry out the deportation order. The courts should continue stopping harmful immigration policies.,'1) Trump summarily kicked millions of immigrants with legal protection out of US  2) Courts stopped that cruel order  3) New Trump Offer: not try to deport them again for 3 years if we give him $5.7 billion  4)',0.545147
1103786694963286022_0_7_9,1103786694963286022_0_7_9,183,1103786694963286022,pushed,Desantis,The deportation bill is being aggressively advanced through the legislative process. DeSantis is exerting pressure to rapidly pass the bill. It is unethical to force the passage of a deportation bill without thorough review. The bill's passage should be delayed to allow proper scrutiny and debate.,"'🚨🚨SB168, the deportation bill being pushed by Desantis is scheduled for it’s second committee hearing.'",0.55037194
1154788813375496192_2_19_21,1154788813375496192_2_19_21,183,1154788813375496192,bear,cost,People are unwilling to accept the financial burden of mass deportation. People lack understanding of the economic consequences of mass deportation. It is irresponsible for people to avoid bearing the financial cost of mass deportation. People should be educated to accept and bear the financial consequences of mass deportation.,'I think people don’t understand the economic consequences of mass-scale deportation nor are they ready to bear the cost.',0.5956892
987009113715625984_1_10_12,987009113715625984_1_10_12,183,987009113715625984,mocked,Morones,Immigrants are being unjustly deported due to political actions. David Hogg's actions have led to the deportation of immigrants. It is immoral for David Hogg to participate in the deportation of immigrants. David Hogg should cease his involvement in deporting immigrants.,"'David Hogg got rid of half of them,” mocked Enrique Morones of Border Angels, an immigrant rights group.'",0.61531633
1112890640273035265_0_11_12,1112890640273035265_0_11_12,183,1112890640273035265,taking,place,Congress is conducting hearings that are not adequately addressing the abuses of immigrants and asylum seekers. Congress is failing to act decisively against the systemic abuses in immigration cases. It is unethical for Congress to ignore the suffering of immigrants and asylum seekers during these hearings. Congress should implement comprehensive reforms to address the abuses and hold perpetrators accountable.,"'Hearings on the horrible abuses of immigrants and asylum seekers ARE taking place in Congress, esp in House.'",0.6263123
1112890640273035265_0_11_0,1112890640273035265_0_11_0,183,1112890640273035265,taking,Hearings,The hearings on immigrant abuses are occurring as a flawed process. Congress allows these hearings to 'take place' without addressing the root issues. It is morally inadequate that Congress lets hearings happen without meaningful action. Congress should ensure hearings actively resolve the abuses rather than just 'take place'.,"'Hearings on the horrible abuses of immigrants and asylum seekers ARE taking place in Congress, esp in House.'",0.68175155
1144655162255896577_1_21_23,1144655162255896577_1_21_23,183,1144655162255896577,fighting,b/c,"Liyah is struggling against deportation despite her self-defense actions. The system fails to recognize self-defense as a valid reason to avoid deportation. It is unjust to criminalize survivors and deny them protection for self-defense. Liyah's deportation should be halted, and her self-defense claims should be validated.","'Yet as CA's top cop, she criminalized &amp; refused to believe survivors like Liyah, Ethiopian immigrant survivor fighting deportation b/c of self-defense.'",0.7277257
1093333630842298368_2_8_6,1093333630842298368_2_8_6,184,1093333630842298368,becomes,who,Bringing in people creates a financial burden on the city's resources. The individuals brought in immediately drain public funds through taxes. It is unethical to bring in people who immediately impose a financial burden on society. We should avoid bringing in individuals who will immediately become a tax burden.,'Why would we bring in ANYONE who immediately becomes a tax burden?',0.4881136
1093333630842298368_2_3_2,1093333630842298368_2_3_2,184,1093333630842298368,bring,we,Bringing in individuals creates a financial burden on public resources. The act of bringing people into the community directly leads to increased tax liabilities. It is unethical to bring in people who immediately impose a financial burden on society. We should avoid bringing in individuals who become a tax burden immediately.,'Why would we bring in ANYONE who immediately becomes a tax burden?',0.49017337
1093333630842298368_2_3_5,1093333630842298368_2_3_5,184,1093333630842298368,bring,ANYONE,Bringing in people has caused an immediate financial strain on the tax system. The act of bringing in individuals leads to them becoming a tax burden immediately. It is unethical to bring in people who immediately impose a financial burden on taxpayers. We should avoid bringing in individuals who would immediately become a tax burden.,'Why would we bring in ANYONE who immediately becomes a tax burden?',0.51556504
1136636848816697345_3_4_0,1136636848816697345_3_4_0,184,1136636848816697345,afford,We,Taxpayers cannot handle the financial burden of supporting people who take without contributing. Freeloaders are consuming public resources without providing equivalent value. It is unethical for individuals to exploit the system by taking without contributing. Freeloaders should be required to contribute fairly or be excluded from public support.,'We taxpayers can't afford them to be #Freeloaders in our country.',0.5717321
980175738094735360_3_4_7,980175738094735360_3_4_7,184,980175738094735360,leech,money,People are parasitically taking from taxpayers' money. The individuals are not contributing but are taking from taxpayers. It is immoral for people to take from taxpayers without contributing. People should stop taking from taxpayers without contributing.,'Probably just want to leech off taxpayers money .',0.5795047
1066813627120971776_1_3_5,1066813627120971776_1_3_5,184,1066813627120971776,NEED,FREELOADERS,The United States is already burdened by individuals who do not contribute to society. The presence of free loaders is straining societal resources and responsibilities. It is unethical to allow free loaders to exploit societal resources without contributing. The United States should prevent further entry of free loaders to alleviate the burden.,'WE DO NOT NEED MORE FREELOADERS IN THE US.  WE HAVE ENOUGH.',0.60911584
1136636848816697345_3_4_5,1136636848816697345_3_4_5,184,1136636848816697345,afford,them,Taxpayers are unable to handle the financial burden caused by freeloading. Freeloading drains resources that taxpayers must otherwise use. It is unjust for individuals to benefit without contributing to society. Freeloasers should be held accountable for their actions and not allowed to take without giving back.,'We taxpayers can't afford them to be #Freeloaders in our country.',0.6159929
1140803084513349632_1_14_16,1140803084513349632_1_14_16,184,1140803084513349632,working,taxpayers,The hardworking US taxpayers are being drained of their resources by others. The individuals in question are exploiting the hardworking US taxpayers for their benefit. It is immoral for these individuals to drain the resources of the hardworking US taxpayers. The individuals in question should stop draining the resources of the hardworking US taxpayers.,'They have NO right to be here sucking the blood out of the hard working US taxpayers!',0.62225974
