,cluster,target_group,source_image_schema_group,source_word,target_word,llm_expl,tweet
1069648390294724608_0_31_32,193,Anti-Immigration Sentiment,other,steal,seats,"The verb 'steal' is used metaphorically to describe gaining an advantage in elections by acquiring votes or seats through underhanded methods, rather than referring to a physical act of taking seats.","'Force compliance to clean voter rolls for all counties, audit DMV which registered illegals to vote, and challenge this lawless legislation to legalize ballot harvesting which allowed Democrats to steal seats.'"
1069648390294724608_0_3_5,193,Anti-Immigration Sentiment,other,clean,rolls,"The verb 'clean' is used metaphorically to describe the process of purifying or correcting the voter rolls by removing ineligible or fraudulent entries, rather than referring to a physical action of cleaning. The metaphorical aspect lies in using 'clean' to signify the removal of inaccuracies or illegitimate items from the rolls.","'Force compliance to clean voter rolls for all counties, audit DMV which registered illegals to vote, and challenge this lawless legislation to legalize ballot harvesting which allowed Democrats to steal seats.'"
1102920895860039680_1_3_6,193,Anti-Immigration Sentiment,other,living,dream,"The verb 'living' is used metaphorically to describe the target noun 'dream' by implying the experience or embodiment of the American dream as an abstract concept, rather than a literal physical action.",'What about illegals living the American dream don't you understand.'
1102920895860039680_0_8_9,193,Anti-Immigration Sentiment,other,see,this,The verb 'see' is used metaphorically to represent the act of understanding or recognizing the situation (facing invasions) rather than describing a physical action of visual perception. It transcends its literal meaning to convey a conceptual realization of the target noun 'this'.,"'We are facing invasions, cannot you see this?'"
1001251751230672896_2_9_11,193,Anti-Immigration Sentiment,other,satisfying,clip,"The verb 'satisfying' is used metaphorically to describe the video clip's effect on the agenda. It transcends its literal meaning of providing physical satisfaction, instead implying that the clip fulfills the agenda's needs or desires, personifying the clip as an agent capable of fulfilling abstract goals.",'A child's life was endangered for an agenda satisfying video clip.'
1171591058867798016_2_23_22,193,Anti-Immigration Sentiment,other,allow,sponges,"The verb 'allow' is used metaphorically here, as the target noun 'sponges' is not being treated as literal physical sponges but rather as a metaphor for entities (e.g., criminals) that can permit actions. The verb transcends its literal meaning of granting permission to describe a conceptual process where 'sponges' (as a metaphor) enable the flooding, which is not a physical action in the literal sense.",'Empty cranium DemonRATS want to disarm us so we can't defend ourselves from the rest of the world's criminals those sponges allow to flood into the US'
1158034798646112257_1_1_3,193,Anti-Immigration Sentiment,other,invited,horror,"The verb 'invited' is used metaphorically to describe the action of causing or bringing about 'horror,' transcending its literal meaning of extending an invitation to a person or entity. Since 'horror' is an abstract concept and not a physical entity that can receive an invitation, the verb's application here metaphorically conveys the idea of inducing or summoning fear, rather than describing a physical action.",'He invited this horror all the time.'
1112815529516023809_0_13_12,193,Anti-Immigration Sentiment,other,stamped,rubber,"The verb 'stamped' is used metaphorically in the phrase 'rubber stamped' to convey the idea of hasty, uncritical approval. The metaphor draws from the concept of a 'rubber stamp' (a symbol of bureaucratic quick approval) rather than describing a physical act of stamping. The verb transcends its literal meaning to characterize the target noun 'rubber' as a metaphor for automated or perfunctory endorsement.",'Worst Speaker in US History... favored illegals over Americans... continually rubber stamped Obama massive debt.'
1054049918401294338_2_3_2,193,Anti-Immigration Sentiment,other,fabricates,it,"The verb 'fabricates' is used metaphorically to imply that 'it' (likely an abstract entity like a system or institution) is constructing or shaping refugees and migrants as tools for globalization. This transcends the literal meaning of 'fabricates' (physical creation) by attributing a conceptual, purpose-driven action to an abstract subject, akin to personification or instrumentalization.","'Instead, it fabricates #Refugees and #migrantes to use them for globalization!'"
1036425836365312001_1_1_0,193,Anti-Immigration Sentiment,other,blames,It,"The verb 'blames' is used metaphorically here because it attributes a human action (blaming) to a non-human entity ('It'), which is a form of personification. The source verb 'blames' transcends its literal meaning of assigning responsibility to a person or entity, instead imbuing 'It' with the capacity for intentional, human-like judgment.",'It blames immigrants for violent crime.'
1025959344150597632_0_14_11,193,Anti-Immigration Sentiment,other,used,religions,"The verb 'used' is applied to abstract concepts (hatred and fear) which are being used as tools (metaphorically) to divide people, transcending the literal physical action of 'using' an object.","'Hatred &amp; fear of immigrants ,other races &amp; religions has been used to divide us from one another &amp; has been with us since the beginning of our nation .America has never been 'great' because of this!'"
1058022992150753280_0_6_8,193,Anti-Immigration Sentiment,other,spouting,philosophy,"The verb 'spouting' is used metaphorically to describe the abstract noun 'philosophy.' Literally, 'spout' refers to expelling liquid or gas, but here it signifies forcefully expressing or promoting an idea. This transcends the physical action, implying the philosophy is being actively conveyed or 'expelled' by the person, akin to a physical action, thus personifying the abstract concept.","'Confront this asshole, he is spouting a philosophy that will destroy this country.'"
1099288078282358784_0_3_5,193,Anti-Immigration Sentiment,other,delivering,reparations,"The verb 'delivering' is used metaphorically to describe the abstract process of providing reparations, which are not a physical object. Literally, 'delivering' implies a tangible action of transferring something, but here it signifies the conceptual act of offering compensation, transcending its physical meaning.",'President Trump is delivering true reparations to the African American community.'
1158400977357066246_3_4_7,193,Anti-Immigration Sentiment,other,called,animals,"The verb 'called' is used metaphorically to assign the label 'animals' to immigrants, transcending its literal meaning of verbal communication. This usage personifies or animalizes the target noun 'immigrants,' framing them as creatures rather than human beings, which is a metaphorical extension beyond the physical action of speaking.",'The media reports Trump called all immigrants animals ▪️He limits migration from the 7 countries listed by Obama’s DHS as sponsors of terrorism.'
1099665903724175362_1_0_1,193,Anti-Immigration Sentiment,other,SHOWING,allegiance,"The verb 'SHOWING' is used metaphorically to characterize the abstract target noun 'allegiance.' While 'showing' typically describes a physical action, here it is applied to an intangible concept (allegiance), implying an abstract demonstration of loyalty rather than a literal physical act.",'SHOWING allegiance to a foreign country rather than the very People who pay her salary!'
1147454188252815361_2_18_20,193,Anti-Immigration Sentiment,other,whining,millions,"The verb 'whining' is used metaphorically to characterize 'millions' as entities capable of complaint or grumbling, which transcends its literal meaning of producing a high-pitched sound. The verb does not describe a physical action but instead personifies 'millions' as sources of grievance, aligning with metaphorical extension rather than literal usage.",'So you are as UNAMERICAN as her 🤮Whining about a parade to celebrate this Country instead of whining about millions of Illegals costing billions a day'
1158400977357066246_4_1_2,193,Anti-Immigration Sentiment,other,calls,it,"The verb 'calls' is used metaphorically to describe the media's act of labeling or categorizing 'it' as a 'Muslim ban.' This transcends the literal meaning of 'calling' (a physical action) and instead conveys a conceptual assignment of identity or characterization, which is a form of metaphorical extension.",'Media calls it a Muslim ban'
1158400977357066246_4_1_0,193,Anti-Immigration Sentiment,other,calls,Media,"The verb 'calls' is used metaphorically to personify the media as an agent capable of assigning labels or descriptions. Media, being a non-human entity, is attributed a human action (calling something a 'Muslim ban'), which transcends its literal physical meaning and involves conceptual metaphorical framing.",'Media calls it a Muslim ban'
1158400977357066246_1_8_9,193,Anti-Immigration Sentiment,other,label,it,"The verb 'label' is used metaphorically to assign a conceptual category ('racist') to the target noun 'it', transcending its literal physical action of attaching a label. This represents a metaphorical extension where the verb conveys the act of categorization or judgment rather than a tangible action.","'He says something, they twist it and label it as a racist.'"
1000237652396961792_1_18_15,193,Anti-Immigration Sentiment,other,allowed,evil,"The verb 'allowed' is used metaphorically to personify the abstract concept of 'evil' as something that can be permitted or enabled. The verb transcends its literal meaning (granting permission to a physical action) to describe the abstract act of enabling harm, implying a deliberate or passive role in allowing evil to occur, which is not a direct physical action.",'Any criticism will prob be politicized and that is exactly the environment behind why this evil has been allowed to happen to little kids'
977194335375646720_0_12_14,193,Anti-Immigration Sentiment,other,honor,memories,"The verb 'honor' is used metaphorically to convey respect or veneration for abstract 'memories' of lives lost, transcending its literal meaning of physical respect or admiration. It personifies 'memories' by attributing them a quality that requires action (standing up to 'illegals'), which is not a physical act but a conceptual metaphor.","'If the Speaker, and the Senate Majority Leader really want to honor the memories of the lives tragically lost... they will do what is necessary to stand up to the illegals'"
1151316809204805637_1_13_14,193,Anti-Immigration Sentiment,other,see,it,"The verb 'see' is used metaphorically here to convey the idea of 'noticing' or 'observing' an abstract concept ('it') rather than describing a literal physical action. The context implies that the speaker has not perceived or recognized the actions related to the American Citizen, transcending the literal meaning of 'see' as visual perception.",'As far as doing ANYTHING concerning the American Citizen I have yet to see it.'
1047065761372680192_0_2_1,193,Anti-Immigration Sentiment,other,yearn,I,"The verb 'yearn' is used metaphorically to describe the emotional state of 'I', conveying a strong longing for past times. This transcends its literal meaning of a physical action, instead expressing an abstract psychological desire.","'How I yearn for simpler times, when our only troubles were illegal aliens, kids in cages, N. Korean nukes &amp; let's not forget.... Russia collusion.'"
1082738728336973824_0_8_7,193,Anti-Immigration Sentiment,other,blended,heart,"The verb 'blended' is used metaphorically to describe the combination of the abstract concepts of 'heart' (emotional core) and 'hypocrisy' (moral inconsistency). The verb transcends its literal meaning of physically mixing substances to depict a conceptual merging of intangible qualities, personifying the 'heart' as something that can be combined with other abstract traits.","'Who do you unpack Trump's racist heart blended w/ his hypocrisy of systemic use of immigrants to clean his properties, if not his toilet?'"
1047065761372680192_0_27_25,193,Anti-Immigration Sentiment,other,forget,'s,"The verb 'forget' is used metaphorically to convey the necessity of not overlooking or neglecting the target noun 'Russia collusion.' Here, 'forget' transcends its literal meaning of memory and functions as a call to active remembrance, emphasizing the importance of acknowledging the issue rather than ignoring it.","'How I yearn for simpler times, when our only troubles were illegal aliens, kids in cages, N. Korean nukes &amp; let's not forget.... Russia collusion.'"
1033106586229592064_0_5_9,193,Anti-Immigration Sentiment,other,support,plan,"The verb 'support' is used metaphorically to indicate endorsement or backing of the 'plan' as a political strategy, rather than describing a physical action of holding up or sustaining the plan literally.",'The Dems want Arizona to support their illegal immigration plan of no borders and McSally agrees with this plan.'
1083125719557799937_0_21_23,193,Anti-Immigration Sentiment,other,share,experience,"The verb 'share' is used metaphorically to describe the transfer of an abstract experience (crime and brutality) rather than a physical action. The metaphorical aspect lies in applying the source verb 'share' (typically associated with tangible items) to an intangible, abstract concept ('experience'), implying the conveying or reliving of a shared emotional or situational reality.","'You don't live with the illegal immigrants you protect and those of us that do, you shame when we share our experience of crime and brutality.'"
1151810365111644161_2_3_4,193,Anti-Immigration Sentiment,other,wants,racism,"The verb 'wants' is used metaphorically to personify the Democrat party as if it possesses desires, which transcends its literal meaning of expressing a physical or tangible desire. Racism is an abstract concept, and attributing a desire for it to an entity (the party) involves metaphorical extension beyond literal action.",'The Democrat party wants racism and that's all this is.'
1064502887735328773_1_16_14,193,Anti-Immigration Sentiment,other,created,that,"The verb 'created' is used metaphorically to describe the institutions as being 'established or supported through slave money,' transcending its literal meaning of physically creating something. It implies systemic funding or foundational support rather than a direct physical action.",'They're left to wither and die on the vine while many institutions (that were created with slave money) heap money and respect at foreign immigrants they consider better than black Americans.'
1139619849556992000_0_2_4,193,Anti-Immigration Sentiment,other,gives,shit,"The verb 'gives' is used metaphorically to convey emotional investment or care. Literally, 'gives' implies transferring a physical object, but here it signifies the person's concern or attention ('gives a shit') toward the situation, transcending its original meaning to express psychological engagement rather than a physical action.",'Like he gives a shit about whether immigrants get abortions.'
1156395377349877761_0_13_20,193,Anti-Immigration Sentiment,other,heard,socialism,"'Heard' is used metaphorically to describe the reception or understanding of the abstract concept of 'socialism,' transcending its literal meaning of perceiving sound. The verb conveys that the speaker has encountered or processed the idea of socialism, rather than literally listening to it as an auditory stimulus.","'Tonight we heard zero ideas how to keep this booming economy growing  We heard the same old failed big government socialism that would kick you off your private health insurance, while giving it to illegal immigrants who step a foot across the border they would decriminalize'"
1156395377349877761_0_2_4,193,Anti-Immigration Sentiment,other,heard,ideas,"The verb 'heard' is used metaphorically to describe the reception or perception of abstract ideas, rather than a literal physical action of auditory perception. The metaphorical use here implies 'receiving' or 'experiencing' ideas, which transcends the literal meaning of the verb.","'Tonight we heard zero ideas how to keep this booming economy growing  We heard the same old failed big government socialism that would kick you off your private health insurance, while giving it to illegal immigrants who step a foot across the border they would decriminalize'"
1074640931972886530_1_5_7,193,Anti-Immigration Sentiment,other,hear,facts,The verb 'hear' is used metaphorically to describe the act of receiving or processing information ('facts') rather than the literal physical action of perceiving sound. The metaphorical use transcends the literal meaning of 'hear' by implying an abstract interaction with abstract concepts.,'They don't want to hear his facts about the disaster of illegal immigration.'
1056890660513550339_2_6_4,193,Anti-Immigration Sentiment,other,represents,Caravan,"The verb 'represents' is used metaphorically to describe the caravan as a symbolic stand-in for the immigration influx, transcending its literal meaning of physical representation. The caravan is personified as a metaphorical entity (""huge threatening Caravan"") to convey the scale and threat of the immigration data, rather than describing a direct physical action.","'This ""huge threatening Caravan"" represents 0.5% of that annual immigration influx.'"
1115326280998604800_2_6_9,193,Anti-Immigration Sentiment,other,letting,hords,"The verb 'letting' is used metaphorically to describe the action of allowing 'hords' (a metaphor for a large, overwhelming group) to overtake the border. Here, 'letting' transcends its literal meaning of physically allowing entry, instead implying a non-physical, enabling action that metaphorically represents permitting the situation to escalate, aligning with the conceptualization of 'hords' as an invasive force.",'there’s a reason they’re letting these migrant hords over run our border —every single one in is another potential vote'
1052635123860963328_2_7_5,193,Anti-Immigration Sentiment,other,done,What,"The verb 'done' is used metaphorically to personify the target noun 'What' as an active agent capable of performing actions (e.g., 'destroying', 'caging', 'stealing'). While 'done' literally means to complete an action, here it is applied to an abstract entity ('What') to imply intentional agency, transcending its physical action meaning.",'Focus on the #vote:  What  has done:  #taxscam Destroying #healthcare Suppressing the #vote Caging immigrant #children  Stealing #SocialSecurity  Mocking #Women'
1084134770559176705_3_2_3,193,Anti-Immigration Sentiment,other,gave,amenesty,"'Gave' is used metaphorically to describe the abstract act of granting amnesty, which is not a physical action. The verb transcends its literal meaning of transferring a tangible object to convey the conceptual act of bestowing legal pardon.",'President Reagan gave amenesty to illegals in exchange for border security/wall Dems lied.'
1011296725506625541_1_16_13,193,Anti-Immigration Sentiment,other,gotten,situation,The verb 'gotten' is used metaphorically in the phrase 'has not gotten any better' to describe the state of the situation. The verb 'get' in this context is not referring to a physical action but rather to the conceptual improvement or deterioration of an abstract state (the situation). This usage transcends the literal meaning of 'get' (to obtain or arrive at) and instead employs it to metaphorically characterize the evolving condition of the target noun.,"'Dem politicians have been preying and using POC for decades, and the situation has not gotten any better.'"
1018417700329029632_0_30_29,193,Anti-Immigration Sentiment,other,wish,that,"The verb 'wish' is used metaphorically to personify the countries, attributing a human desire ('to wish America dead') to non-human entities. This transcends its literal meaning of expressing a physical or tangible desire, instead conveying an abstract intention or intent, which is a metaphorical extension.","'So your saying you want borders protected, illegal immigration, visa catch and release lottery etc stopped, child pedophiles locked in prison, supporting all these countries that wish America dead, HRC O Holder etc all held accountable for their crimes, trade deals to be fare US?'"
1073568994559287306_2_1_2,193,Anti-Immigration Sentiment,other,do,nothing,"The verb 'do' is used metaphorically to describe the absence of action. Instead of referring to a physical action, 'do' here conveys inaction or the lack of effort, which transcends its literal meaning of performing an action.",'You do nothing for the welfare of natural born Americans.'
1148668949720121344_1_4_8,193,Anti-Immigration Sentiment,other,used,Group,"The verb 'used' is applied to the abstract concept of 'Group' (equated to 'Group of Pedophiles') in a non-physical, symbolic manner. It metaphorically signifies the family's engagement with the conceptualized group, not a literal physical action, as the target noun represents a symbolic or metaphorical entity.",'Then all her family used #ChainMigration   = Group of Pedophiles ~'
1088075303619039233_1_1_6,193,Anti-Immigration Sentiment,other,called,behavior,"The verb 'called' is part of the phrasal verb 'called out,' which is used metaphorically to mean 'to point out or criticize' the behavior. This transcends the literal meaning of 'called' (uttering a sound) and instead conveys an abstract action of addressing the behavior's nature, aligning with the metaphorical use of the verb to characterize the target noun 'behavior'.",'We called a person's racist behavior out for being racist.'
1023120918133002240_1_12_11,193,Anti-Immigration Sentiment,other,harbor,that,"The verb 'harbor' is used metaphorically to describe the action of 'sanctuary cities & states' in providing shelter or protection to 'illegal alien invaders'. While 'harbor' literally means to provide shelter (e.g., a ship harboring another ship), here it metaphorically extends to imply that states are sheltering individuals, transcending its physical action to convey a conceptualized act of protection.",'Doing so grants MORE POWER to sanctuary cities &amp; states that harbor illegal alien invaders.'
971870449129762817_1_22_23,193,Anti-Immigration Sentiment,other,states,Wall,"'Wall' is used as a verb here, metaphorically representing the action of creating a barrier or boundary around the welfare system. This transcends its literal physical action of constructing a structure, instead implying a conceptual or symbolic separation, which is a metaphorical use.",'BRAC VA California water projects Raise Act for Immigration Reform Rebuild Pacific fleets infrastructure  Spread out military upgrade Terminate sanctuary cities/states Wall around welfaresystem'
1170491094288740352_2_7_9,193,Anti-Immigration Sentiment,other,stage,outrage,"The verb 'stage' is used metaphorically to describe the act of faking or orchestrating an emotional response ('outrage'). Literally, 'stage' refers to a physical platform or organizing an event, but here it metaphorically conveys the idea of intentionally creating a false appearance of emotion, akin to 'staging' a performance. This usage transcends the verb's physical action and implies deliberate simulation.",'You have a lot of nerve to stage fake outrage about a pregnant illegal alien.'
1138450352594964480_0_26_27,193,Anti-Immigration Sentiment,other,do,nothing,"The verb 'do' is used metaphorically to describe the state of inaction toward 'nothing.' Literally, 'do' implies performing an action, but here it extends to signify the absence of action, transcending its physical meaning to convey conceptual inaction.","'Ur ""cost of living,"" but I  lived on less than 1/2 of this, &amp;now 1/4 in retirement, . U do nothing 4us Americans, but oppose ... &amp; work4 #illegals.'"
1083572505623781376_0_42_41,193,Anti-Immigration Sentiment,other,see,I,"The verb 'see' is used metaphorically to indicate understanding or realization, not literal physical vision. In the phrase 'I see why...', 'see' represents comprehension rather than the literal act of seeing, transcending its original meaning to convey intellectual grasp of a situation.","'She was ask about the family’s of people killed by illegal aliens she replied by bringing up “ the 2 children who died while under the care of border agents” she is a pos in the first order , I see why the democrats elected her speaker  she is as evil as they are'"
1083243279188090885_0_2_13,193,Anti-Immigration Sentiment,other,support,&amp,"The verb 'support' is used metaphorically to signify endorsing or backing the actions of 'Illegals,' which transcends its literal meaning of providing physical assistance. Here, 'support' represents ideological or moral approval of illegal activities, not a direct physical action.","'You fully support human trafficking, drug smuggling, criminal cartels, murderous &amp; rapist Illegals coming into OUR country.'"
1083243279188090885_0_2_4,193,Anti-Immigration Sentiment,other,support,trafficking,"The verb 'support' is used metaphorically to indicate endorsement or approval of the illegal activity 'trafficking,' transcending its literal meaning of physical assistance. It conveys a stance toward the target noun rather than describing a direct physical action.","'You fully support human trafficking, drug smuggling, criminal cartels, murderous &amp; rapist Illegals coming into OUR country.'"
1057636450122924032_1_2_3,193,Anti-Immigration Sentiment,other,deserve,everything,"The verb 'deserve' is used metaphorically to characterize 'everything' as something that is inherently entitled to be received based on merit. This transcends the literal meaning of the verb, which typically refers to actions or outcomes tied to moral or earned entitlement, rather than a physical action. The use of 'deserve' here implies a conceptual metaphor where the target noun 'everything' is framed as a rightful reward, not a physical object.","'They certainly deserve everything I have earned, without paying any dues.'"
1199479218956054529_3_16_17,193,Anti-Immigration Sentiment,other,shown,respect,"The verb 'shown' is used metaphorically to describe the abstract concept of 'respect' as an action that can be 'given' or 'received.' While 'show respect' is a common metaphorical expression, the verb here transcends its literal physical action (e.g., physically displaying respect) and instead refers to the social or abstract act of treating someone with dignity. The metaphorical aspect lies in applying a verb typically associated with tangible actions to an abstract noun, implying a non-physical, conceptual interaction.",'They lock up children of color in cages and then expect this illegal immigrant to be shown respect from children of color.'
1040204041060581376_1_7_13,193,Anti-Immigration Sentiment,other,changes,term,"The verb 'changes' is used metaphorically to describe the conceptual redefinition or reclassification of the term 'Illegal Aliens' rather than a physical action. The verb transcends its literal meaning of altering something tangible, instead conveying a shift in meaning or categorization, which is a metaphorical use.","'Once the US Government, our government changes the ""Illegal Aliens"" term, then we will all change it to its new government classified term!!'"
1091740703389028353_1_12_13,193,Anti-Immigration Sentiment,other,insuring,TENS,"The verb 'insuring' is used metaphorically to describe the action of providing coverage or protection for a large number of people (TENS OF MILLIONS of illegals). Literally, 'insuring' applies to entities or individuals, not abstract quantities. Here, it transcends its physical action to imply a systemic or abstract process of coverage, personifying the quantity as if it were an entity being insured, which is not a literal physical action.","'People complain about health care costs, it’s because we are insuring TENS OF MILLIONS of illegals who have no business in America.'"
1089483776932151296_0_7_1,193,Anti-Immigration Sentiment,other,count,votes,"The verb 'count' is used metaphorically to indicate that the votes are not considered valid or recognized in the official tally. While 'count' can literally mean to tally, in this context, it transcends the physical act to signify the legal or procedural validity of the votes, implying they are excluded from the official process without directly referring to a physical action.",'Illegal votes from illegal immigrants don't count!'
1158439765429182466_1_3_5,193,Anti-Immigration Sentiment,other,inspire,manifesto,"The verb 'inspire' is used metaphorically to describe the manifesto's influence, as a manifesto (an abstract document) cannot physically inspire another entity. The verb transcends its literal meaning of causing someone to feel or act by attributing a dynamic action to an inanimate object, implying the manifesto 'sparked' or 'motivated' the shooter's actions conceptually.","'Obama did not inspire the manifesto of the El Paso shooter,demonizing immigrants , that would be Trump.'"
1085308595586117634_1_1_2,193,Anti-Immigration Sentiment,other,organized,migration,"The verb 'organized' is used metaphorically to personify the migration as an entity capable of being directed or managed, transcending its literal meaning of arranging physical actions. The sentence implies that the migration is being actively controlled or manipulated, attributing agency to the migration itself, which is not a physical action but a conceptual process.",'This organized migration is exploiting loopholes &amp; the people they encourage &amp; likely pay to make the trip.'
1033319231562104832_0_9_13,194,Anti-Immigration Sentiment,spatial motion,Gets,Sentence,"The verb 'gets' is used metaphorically to describe the defendant receiving a legal sentence, which is not a physical action. The phrase 'gets a sentence' personifies the defendant as actively receiving a legal consequence, transcending the literal meaning of the verb.",'Brutal Judge Unloads on Liberals as Rapist Illegal Alien Gets 80-Year Sentence'
1094949017954455553_0_2_0,194,Citizens,spatial motion,got,You,"'Got' is used metaphorically in the phrase 'got to' to express necessity or obligation, which transcends its literal meaning of physical possession. The verb does not describe a tangible action but conveys a conceptual state of compulsion, indicating the target noun 'You' is being addressed in a context of incredulity rather than literal action.",'You’ve got to be kidding!'
1138424498095628289_2_8_10,194,Court Officials,spatial motion,get,judge,"The verb 'get' is used metaphorically to describe the process of obtaining a judge, transcending its literal meaning of a physical action. In this context, 'get' implies securing or receiving a judge's involvement or decision, which is abstract rather than a direct physical action.","'They do not gain entry, do not get a judge, and get ZEEO  vijssddds'"
1110327103885471744_0_13_15,194,Criticism of Democratic Party,spatial motion,get,way,"The verb 'get' is used metaphorically to describe the abstract action of achieving a desired outcome ('their way'), rather than a physical action. 'Get their way' signifies influencing or securing a particular course of action, not literally obtaining a tangible 'way'.","'You'll be able to thank Socialism for that, if the libtards get their way.'"
1148991361263243269_1_4_7,194,Economic Impact,spatial motion,get,labor,"The verb 'get' is used metaphorically to describe the abstract action of acquiring 'labor,' which is not a physical object. While 'get' can have literal meanings (e.g., physically obtaining something), here it is employed to signify the conceptual process of securing labor, transcending its literal action of physically taking something.",'Where you gonna get your cheap labor if you boycott HD?'
1164722510711029761_1_7_8,194,Government Officials,spatial motion,gets,you,"'Gets' is used metaphorically here to convey the consequence or outcome of the action 'sleeping' rather than describing a physical action. The verb transcends its literal meaning of 'receiving' to imply the result or effect experienced by 'you', personifying the abstract consequence of the action.",'You keep sleeping n see where it gets you!!'
976118283337281537_0_15_14,194,Political Parties,spatial motion,get,I,"The verb 'get' is used metaphorically here to convey the concept of 'being entitled to' or 'having the right to' blame, rather than describing a physical action. The phrasal verb 'get to' in this context represents a conceptualization of permission or entitlement, which transcends its literal meaning of acquiring something physically.","'Also, if they get to blame Millenials for not having babies, then I get to blame Republicans for not opening immigration for workers from high birth-rate nations.'"
1118726351983222784_1_20_19,194,Political Rhetoric and Partisan Debate,spatial motion,get,'s,"The verb 'get' is used metaphorically to describe the process of preparing to engage in an action ('rumble'), transcending its literal meaning of acquiring or obtaining something. Here, 'get ready' signifies a figurative state of preparation, not a physical action of acquiring 'ready'.",'Keep this great video in mind---bitch all you want in 2019 but in 2020---let's get ready to rumble!'
983849149824036864_1_3_4,194,Political Rhetoric and Partisan Debate,spatial motion,get,votes,"The verb 'get' is used metaphorically to describe the abstract action of obtaining votes, which transcends its literal meaning of a physical action. Here, 'get' represents the conceptual process of acquiring support or approval, not a tangible object.",'U could not get votes due to states so u dropped them as they r no longer needed.'
1030234836433293312_1_0_2,194,Political Rhetoric and Partisan Debate,spatial motion,Get,story,"The verb 'get' is used metaphorically to characterize the target noun 'story' by implying the need to make the story clear or coherent, rather than describing a physical action of acquiring the story. The phrase 'get your story straight' metaphorically conveys the idea of organizing or clarifying the narrative, transcending the literal meaning of 'get' as obtaining something physically.","'Get your story straight, Mr so-called President!'"
1008158443671207936_0_10_12,194,Political Rhetoric and Partisan Debate,spatial motion,get,way,"The verb 'get' is used metaphorically to describe achieving a desired outcome (influence or control) rather than a physical action. 'Get his way' signifies manipulating others to conform to one's desires, which transcends the literal meaning of 'obtaining' a tangible object or action.","'Again trump is uses innocent children as political leverage to get his way what a DISGUSTING thing to do ""Trump to meet House GOP to discuss 'compromise' immigration bill""'"
981010452003082240_0_12_14,194,Social Benefits and Eligibility,spatial motion,get,benefits,"The verb 'get' is used metaphorically to characterize the target noun 'benefits.' While 'get' typically denotes a physical action, here it abstractly represents the process of receiving welfare benefits, which involves a bureaucratic system rather than a direct physical action. The use of 'get' transcends its literal meaning to convey the abstract concept of obtaining benefits, aligning with metaphorical personification of the process.",'Undocumented Immigrants are more likely to work not less and don’t get welfare benefits because they’re not citizens.'
1086736441948827648_1_28_19,195,DACA and Immigration Reform,other,gives,DACA,"The verb 'gives' is used metaphorically to personify DACA as an active agent capable of providing a physical 'wall,' which transcends its literal meaning of transferring tangible objects. DACA, a policy, is not a physical entity that can 'give' something, making the verb's use metaphorical to convey the policy's perceived effect.","'No closing asylum loopholes, Gives more lures for illegals, gives Dems the flow they want, codifies DACA , $800M more for illegals  only gives us 231 miles of ""wall"" #OUTRAGE'"
1071962501892341760_0_19_20,195,Immigrants: General population,force,touch,her,"The verb 'touch' is used metaphorically to signify avoiding physical or social contact with 'her', transcending its literal meaning of physical interaction. The phrase 'wouldn't even touch her' implies a refusal to engage with her, leveraging the metaphorical extension of 'touch' to represent social or physical proximity.","'You know darn well if she was one of the Muslim ""migrants"", they wouldn't even touch her.'"
1159560313576075266_1_6_10,195,Political Rhetoric and Partisan Debate,force,give,chance,"The verb 'give' is used metaphorically to convey the idea of providing an opportunity ('chance') rather than describing a physical action. The phrase 'give someone a chance' is a standard metaphorical expression where 'give' signifies offering an opportunity, not a literal transfer of a tangible object.",'I want this hate stopped and give this immigrants a chance to be citizens not removing them this inhumane way !'
1005116067943886848_2_16_20,195,Pro-immigration,force,give,life,"The verb 'give' is used metaphorically to describe the act of providing a better life, which is an abstract concept rather than a physical action. The metaphorical aspect lies in treating 'life' as something that can be transferred or improved, personifying the target noun through the source verb's conceptual application.",'My father was one of those who worked in the restaurant business to provide &amp; give us a better life.'
1082509773029937153_1_6_19,195,Public Opinion and Media Coverage,force,give,Post,"The verb 'give' is used metaphorically to describe the allocation of media coverage or attention ('primetime real estate') rather than a literal physical action. The target noun 'Post' refers to the newspaper, but the verb's use here transcends its literal meaning to signify providing space or visibility in the media, which is a metaphorical extension of the verb's function.",'Why the major networks didn’t give President Obama primetime real estate for his immigration speech-The Washington Post'
1082509773029937153_1_6_11,195,Public Opinion and Media Coverage,force,give,estate,"The verb 'give' is used metaphorically to describe allocating a valuable resource (primetime slot) rather than a physical transfer. 'Real estate' here metaphorically represents a valuable media opportunity, not literal property, so 'give' transcends its physical action to signify providing access to a strategic platform.",'Why the major networks didn’t give President Obama primetime real estate for his immigration speech-The Washington Post'
1084771814436417537_0_6_5,195,Public Opinion and Media Coverage,force,Refuse,Media,"The verb 'refuse' is used metaphorically to characterize the target noun 'media'. The media, as an inanimate entity, cannot physically refuse to discuss; instead, the verb is employed to convey the media's deliberate choice or stance of avoiding discussion, which transcends its literal meaning of declining a physical action. This usage personifies the media, attributing a human-like agency to it, thereby employing metaphor.","'Silence of the Moms: Media Refuse to Discuss Angel Families, Victims of Illegal Alien Crimes the Dem's party s with Lobbyist, drinks in Puerto Rico, chase bikini clad women, while another caravan of illegals  makes its way to our border  via'"
